oem,modelYear,model,ft,variantName,ownerNo,km,City,price_cleaned,km_bucket
Maruti,2019,Maruti XL6,Petrol,Zeta AT,1,21515,Delhi,1100000.0,20000-30000
Audi,2015,Audi A6,Diesel,35 TDI Premium,2,50000,Delhi,1200000.0,50000-60000
Mercedes-Benz,2020,Mercedes-Benz GLC,Petrol,200,1,42000,Delhi,5200000.0,40000-50000
Tata,2019,Tata Tiago,Petrol,1.2 Revotron XM,1,53000,Delhi,440000.00000000006,50000-60000
Maruti,2016,Maruti Celerio,Petrol,VXI AT,1,71000,Delhi,385000.0,70000-80000
Honda,2019,Honda Amaze,Petrol,S CVT i-VTEC,1,48000,Delhi,720000.0,40000-50000
Maruti,2018,Maruti Baleno,Petrol,1.2 Delta,1,56000,Delhi,540000.0,50000-60000
Maruti,2018,Maruti Vitara Brezza,Diesel,ZDi Plus,1,60000,Delhi,825000.0,60000-70000
Tata,2021,Tata Altroz,Petrol,XT BSVI,1,50000,Delhi,720000.0,50000-60000
Maruti,2011,Maruti Ritz,Petrol,LXi,2,50000,Delhi,200000.0,50000-60000
Maruti,2023,Maruti Swift,Petrol,VXI,1,3819,Delhi,723000.0,0-10000
Hyundai,2020,Hyundai i20,Petrol,Asta IVT DT,1,7825,Delhi,806000.0,0-10000
Honda,2016,Honda City,Petrol,i VTEC VX Option,2,70000,Delhi,700000.0,70000-80000
Maruti,2019,Maruti Celerio,Petrol,VXI Optional AMT BSIV,1,27436,Delhi,507000.0,20000-30000
Maruti,2013,Maruti Ertiga,Petrol,VXI,1,40673,Delhi,499000.0,40000-50000
Hyundai,2022,Hyundai Verna,Diesel,SX Diesel,1,60000,Delhi,1300000.0,60000-70000
Maruti,2018,Maruti Swift,Petrol,ZXI AMT,1,33100,Delhi,639000.0,30000-40000
Maruti,2019,Maruti Alto K10,Petrol,VXI,1,57929,Delhi,331000.0,50000-60000
Hyundai,2022,Hyundai i20,Petrol,Magna BSVI,1,8500,Delhi,790000.0,0-10000
Honda,2011,Honda City,Petrol,1.5 V MT,1,60000,Delhi,376000.0,60000-70000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,200 CDI Sport,1,40000,Delhi,2650000.0,40000-50000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,200 CDI Sport,1,40000,Delhi,2650000.0,40000-50000
Mitsubishi,2011,Mitsubishi Outlander,Petrol,2.4,1,76000,Delhi,570000.0,70000-80000
Honda,2015,Honda City,Petrol,i VTEC VX,1,19681,Delhi,570000.0,10000-20000
Ford,2012,Ford Fiesta Classic,Petrol,1.6 Duratec LXI,2,68866,Delhi,150000.0,60000-70000
Maruti,2018,Maruti Vitara Brezza,Diesel,ZDi Plus Dual Tone,2,100000,Delhi,690000.0,100000-110000
Maruti,2016,Maruti Ciaz,Petrol,AT ZXi,2,70000,Delhi,550000.0,70000-80000
Maruti,2016,Maruti Celerio,Petrol,ZXI AMT,1,53338,Delhi,419000.00000000006,50000-60000
Honda,2017,Honda Amaze,Petrol,S Option i-VTEC,1,41558,Delhi,506000.0,40000-50000
Maruti,2011,Maruti Alto,Petrol,Std,2,10000,Delhi,130000.0,10000-20000
Maruti,2017,Maruti Baleno,Petrol,1.2 Delta,2,25403,Delhi,528000.0,20000-30000
Honda,2014,Honda City,Petrol,i VTEC VX,1,52800,Delhi,608000.0,50000-60000
Toyota,2019,Toyota Innova Crysta,Diesel,2.4 GX MT,1,60000,Delhi,1750000.0,60000-70000
Maruti,2012,Maruti Swift,Petrol,LXI BSIV,1,92543,Delhi,300000.0,90000-100000
Audi,2015,Audi A6,Diesel,2.0 TDI Technology,1,28000,Delhi,1500000.0,20000-30000
Hyundai,2011,Hyundai i10,Petrol,Magna,2,95525,Delhi,178000.0,90000-100000
Kia,2020,Kia Seltos,Diesel,HTK Diesel,1,3200,Delhi,1325000.0,0-10000
Toyota,2022,Toyota Innova Crysta,Petrol,2.7 ZX 7 STR AT,1,9000,Delhi,2600000.0,0-10000
Jeep,2022,Jeep Compass,Diesel,Model S 4X4 Diesel AT BSVI,1,31000,Delhi,3100000.0,30000-40000
Maruti,2022,Maruti Brezza,Petrol,Vxi,1,23000,Delhi,945000.0,20000-30000
Maruti,2023,Maruti Swift,Petrol,VXI BSVI,1,2700,Delhi,700000.0,0-10000
Hyundai,2015,Hyundai Grand i10,Petrol,Asta,1,30000,Delhi,399000.0,30000-40000
Mahindra,2016,Mahindra XUV500,Diesel,W6 1.99 mHawk,1,60000,Delhi,894999.9999999999,60000-70000
Volkswagen,2014,Volkswagen Polo,Diesel,1.5 TDI Highline,2,79000,Delhi,333000.0,70000-80000
Honda,2020,Honda Civic,Petrol,ZX BSIV,3,32000,Delhi,1400000.0,30000-40000
Volkswagen,2011,Volkswagen Polo,Petrol,Petrol Highline 1.2L,1,39368,Delhi,324000.0,30000-40000
Hyundai,2013,Hyundai i20,Petrol,Magna Optional 1.2,1,49597,Delhi,359000.0,40000-50000
Mercedes-Benz,2011,Mercedes-Benz E-Class,Petrol,E 200 CGI Elegance,2,70000,Delhi,950000.0,70000-80000
Maruti,2016,Maruti Alto K10,Petrol,VXI AMT,1,34174,Delhi,348000.0,30000-40000
Maruti,2021,Maruti Ignis,Petrol,Sigma BSVI,1,11171,Delhi,532000.0,10000-20000
Audi,2014,Audi Q7,Diesel,3.0 TDI Quattro Premium Plus,1,68000,Delhi,1925000.0,60000-70000
Honda,2010,Honda City,Petrol,1.5 V MT,1,62545,Delhi,228000.0,60000-70000
Maruti,2016,Maruti Wagon R,Petrol,VXI,1,94480,Delhi,295000.0,90000-100000
Maruti,2017,Maruti Alto 800,Petrol,LXI,1,19299,Delhi,297000.0,10000-20000
Honda,2010,Honda City,Petrol,1.5 S MT,1,60000,Delhi,350000.0,60000-70000
Hyundai,2017,Hyundai Creta,Diesel,1.6 CRDi AT SX Plus,2,34000,Delhi,1000000.0,30000-40000
Tata,2020,Tata Tiago,Petrol,XE BSVI,1,30000,Delhi,360000.0,30000-40000
Audi,2017,Audi Q5,Diesel,30 TDI quattro Premium,1,55000,Delhi,1850000.0,50000-60000
Ford,2017,Ford Ecosport,Petrol,1.5 Ti VCT MT Trend BSIV,2,70000,Delhi,650000.0,70000-80000
MG,2019,MG Hector,Petrol,Sharp DCT,2,40000,Delhi,1430000.0,40000-50000
Maruti,2023,Maruti FRONX,Petrol,Zeta Turbo AT,1,1500,Delhi,1250000.0,0-10000
MG,2020,MG Hector,Petrol,Sharp DCT,1,30000,Delhi,1600000.0,30000-40000
Honda,2016,Honda City,Petrol,i VTEC CVT SV,1,53464,Delhi,661000.0,50000-60000
Hyundai,2016,Hyundai Grand i10,Petrol,Magna,2,43216,Delhi,398000.0,40000-50000
Tata,2014,Tata Safari Storme,Diesel,EX,1,70000,Delhi,350000.0,70000-80000
Hyundai,2018,Hyundai Grand i10,Petrol,1.2 Kappa Magna BSIV,1,14515,Delhi,457000.0,10000-20000
Hyundai,2019,Hyundai Verna,Petrol,VTVT 1.6 AT SX Plus,1,30000,Delhi,1000000.0,30000-40000
Maruti,2012,Maruti Swift,Petrol,VXI,1,85617,Delhi,295000.0,80000-90000
MG,2021,MG Gloster,Diesel,Savvy 6-Str,1,70000,Delhi,3450000.0,70000-80000
Maruti,2010,Maruti Wagon R,Petrol,VXI BS IV,1,76605,Delhi,196000.0,70000-80000
Kia,2021,Kia Seltos,Petrol,HTK G,2,20000,Delhi,925000.0,20000-30000
Kia,2022,Kia Sonet,Petrol,HTK Plus Turbo iMT BSVI,1,10000,Delhi,1100000.0,10000-20000
Chevrolet,2015,Chevrolet Beat,Diesel,Diesel PS,1,70000,Delhi,110000.0,70000-80000
Hyundai,2017,Hyundai Grand i10,Diesel,1.2 CRDi Magna,3,80000,Delhi,380000.0,80000-90000
Mahindra,2023,Mahindra Thar,Diesel,LX 4-Str Hard Top Diesel AT BSVI,1,4900,Delhi,1875000.0,0-10000
Maruti,2017,Maruti Swift,Petrol,LXI Option,1,55000,Delhi,435000.0,50000-60000
Kia,2021,Kia Seltos,Petrol,HTK G,2,20000,Delhi,925000.0,20000-30000
Land Rover,2018,Land Rover Range Rover Sport,Diesel,HSE,1,35000,Delhi,10300000.0,30000-40000
Mini,2014,Mini Cooper,Petrol,S,2,22000,Delhi,2000000.0,20000-30000
Mahindra,2022,Mahindra Scorpio Classic,Diesel,S 11 BSVI,1,45000,Delhi,1775000.0,40000-50000
Honda,2019,Honda Amaze,Petrol,V CVT Petrol BSIV,1,26000,Delhi,740000.0,20000-30000
Maruti,2018,Maruti Alto 800,Petrol,LXI,1,21387,Delhi,308000.0,20000-30000
Maruti,2018,Maruti Swift,Petrol,VXI,1,64568,Delhi,509000.0,60000-70000
Volkswagen,2022,Volkswagen Taigun,Petrol,1.0 TSI Topline AT BSVI,1,25000,Delhi,1725000.0,20000-30000
Maruti,2012,Maruti Swift,Petrol,VXI,1,73568,Delhi,305000.0,70000-80000
Maruti,2014,Maruti Swift,Petrol,VVT VXI,1,87755,Delhi,349000.0,80000-90000
Jeep,2021,Jeep Compass,Diesel,2.0 Longitude AT,1,34000,Delhi,1920000.0,30000-40000
Hyundai,2021,Hyundai i20 N Line,Petrol,N8 DCT BSVI,1,25319,Delhi,901000.0,20000-30000
Mahindra,2022,Mahindra Thar,Petrol,LX 4-Str Hard Top BSVI,1,11000,Delhi,1575000.0,10000-20000
Maruti,2020,Maruti Ignis,Petrol,1.2 AMT Zeta BSIV,1,23051,Delhi,651000.0,20000-30000
MG,2021,MG Hector,Petrol,Sharp CVT,1,4200,Delhi,1900000.0,0-10000
Maruti,2012,Maruti Swift,Petrol,VXI,3,80000,Delhi,300000.0,80000-90000
Hyundai,2021,Hyundai Santro,Petrol,Magna,1,20000,Delhi,530000.0,20000-30000
Toyota,2018,Toyota Innova Crysta,Diesel,2.4 G MT 8 STR,1,70123,Delhi,1575000.0,70000-80000
Honda,2016,Honda City,Petrol,i VTEC CVT VX,1,71156,Delhi,735000.0,70000-80000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,AMT Sportz,1,10000,Delhi,701000.0,10000-20000
Maruti,2015,Maruti Ertiga,Diesel,VDI,1,80000,Delhi,550000.0,80000-90000
Honda,2017,Honda Brio,Petrol,1.2 VX AT,1,36000,Delhi,490000.00000000006,30000-40000
Renault,2017,Renault KWID,Petrol,RXT,3,50000,Delhi,205000.0,50000-60000
Mahindra,2022,Mahindra XUV300,Diesel,W6 Diesel Sunroof BSVI,1,30211,Delhi,1013000.0,30000-40000
Mahindra,2022,Mahindra XUV700,Diesel,AX7 Diesel AT Luxury Pack BSVI,1,16291,Delhi,2700000.0,10000-20000
Honda,2019,Honda Amaze,Petrol,VX Petrol BSIV,1,40000,Delhi,615000.0,40000-50000
Maruti,2016,Maruti Baleno,Petrol,1.2 Delta,2,72368,Delhi,433000.0,70000-80000
Honda,2018,Honda WR-V,Diesel,i-DTEC S,2,51260,Delhi,607000.0,50000-60000
Honda,2013,Honda Brio,Petrol,S MT,2,30000,Delhi,310000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,1.2 Asta Option,1,79166,Delhi,564000.0,70000-80000
Datsun,2021,Datsun GO Plus,Petrol,T Option,1,10512,Delhi,524000.0,10000-20000
BMW,2016,BMW 3 Series GT,Diesel,Luxury Line,2,110000,Delhi,1500000.0,110000-120000
Honda,2015,Honda Jazz,Petrol,1.2 V i VTEC,2,70000,Delhi,345000.0,70000-80000
Hyundai,2017,Hyundai Creta,Petrol,1.6 VTVT E Plus,1,30000,Delhi,690000.0,30000-40000
Tata,2021,Tata Altroz,Petrol,XT BSVI,1,50000,Delhi,730000.0,50000-60000
Ford,2017,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,1,100000,Delhi,540000.0,100000-110000
Hyundai,2014,Hyundai EON,Petrol,D Lite Plus,1,40000,Delhi,210000.0,40000-50000
Hyundai,2018,Hyundai Creta,Diesel,1.4 EX Diesel,1,74000,Delhi,935000.0,70000-80000
Ford,2015,Ford Aspire,Diesel,1.5 TDCi Trend,1,60000,Delhi,380000.0,60000-70000
Hyundai,2011,Hyundai i10,Petrol,Magna 1.2 iTech SE,1,9545,Delhi,200000.0,0-10000
Mahindra,2022,Mahindra Thar,Petrol,LX 4-Str Hard Top AT BSVI,1,20000,Delhi,1730000.0,20000-30000
Ford,2018,Ford Ecosport,Petrol,1.5 Petrol Titanium BSIV,1,36002,Delhi,791000.0,30000-40000
Maruti,2021,Maruti Baleno,Petrol,Zeta CVT,2,30854,Delhi,779000.0,30000-40000
Maruti,2018,Maruti Swift Dzire,Diesel,VDI,1,45000,Delhi,650000.0,40000-50000
Maruti,2019,Maruti Swift,Petrol,LXI,1,52654,Delhi,482000.0,50000-60000
Renault,2017,Renault KWID,Petrol,1.0 RXT,1,29000,Delhi,310000.0,20000-30000
Honda,2019,Honda City,Petrol,i-VTEC VX,1,31873,Delhi,892000.0,30000-40000
Hyundai,2015,Hyundai Verna,Petrol,1.6 SX VTVT,1,24000,Delhi,530000.0,20000-30000
Maruti,2016,Maruti Baleno,Petrol,1.2 Alpha,1,52129,Delhi,549000.0,50000-60000
Maruti,2015,Maruti Ciaz,Petrol,VXi Plus,1,64000,Delhi,595000.0,60000-70000
Mercedes-Benz,2016,Mercedes-Benz GL-Class,Diesel,350 CDI Blue Efficiency,1,75000,Delhi,3850000.0,70000-80000
Renault,2020,Renault Triber,Petrol,RXL BSIV,1,50000,Delhi,586000.0,50000-60000
BMW,2018,BMW X1,Diesel,sDrive 20d xLine,1,63000,Delhi,2025000.0,60000-70000
Maruti,2014,Maruti Celerio,Petrol,VXI AT,1,63000,Delhi,385000.0,60000-70000
Tata,2014,Tata Safari Storme,Diesel,EX,1,79000,Delhi,545000.0,70000-80000
Honda,2012,Honda Brio,Petrol,S MT,1,64000,Delhi,295000.0,60000-70000
Mahindra,2022,Mahindra XUV700,Diesel,AX7 Diesel AT Luxury Pack AWD BSVI,1,16000,Delhi,2775000.0,10000-20000
Lexus,2019,Lexus ES,Petrol,300h Luxury,1,50236,Delhi,4975000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz E-Class,Diesel,Expression E 220 d BSIV,1,28000,Delhi,3950000.0,20000-30000
Renault,2022,Renault KWID,Petrol,CLIMBER BSVI,1,6624,Delhi,489000.0,0-10000
Honda,2013,Honda Amaze,Petrol,EX i-Vtech,2,48077,Delhi,326000.0,40000-50000
Audi,2016,Audi A4,Diesel,35 TDI Premium Plus,1,36000,Delhi,1549000.0,30000-40000
Hyundai,2016,Hyundai i20,Petrol,Asta 1.2,1,71355,Delhi,547000.0,70000-80000
Hyundai,2019,Hyundai Grand i10 Nios,Petrol,AMT Sportz,1,76282,Delhi,614000.0,70000-80000
Jaguar,2018,Jaguar XJ,Diesel,3.0L Portfolio,2,40000,Delhi,5300000.0,40000-50000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Magna BSIV,1,25091,Delhi,445000.0,20000-30000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,200 CDI Sport,1,80000,Delhi,2200000.0,80000-90000
Hyundai,2013,Hyundai i10,Petrol,Asta,1,42857,Delhi,285000.0,40000-50000
Mahindra,2017,Mahindra TUV 300,Diesel,mHAWK100 T8,1,70000,Delhi,600000.0,70000-80000
BMW,2016,BMW 5 Series,Diesel,520d Luxury Line,1,96000,Delhi,2350000.0,90000-100000
MG,2021,MG Hector,Petrol,Sharp DCT,1,66999,Delhi,1675000.0,60000-70000
Volkswagen,2021,Volkswagen Polo,Petrol,GT TSI BSIV,1,69000,Delhi,875000.0,60000-70000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,200 CDI Sport,1,33000,Delhi,2850000.0,30000-40000
Toyota,2014,Toyota Corolla Altis,Petrol,VL AT,1,65000,Delhi,695000.0,60000-70000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Alpha,1,49000,Delhi,725000.0,40000-50000
Mercedes-Benz,2010,Mercedes-Benz E-Class,Petrol,E350 Cabriolet,2,80000,Delhi,790000.0,80000-90000
Toyota,2014,Toyota Innova,Diesel,2.5 Z Diesel 7 Seater,2,88000,Delhi,975000.0,80000-90000
Maruti,2014,Maruti Swift Dzire,Diesel,VDI,1,74000,Delhi,500000.0,70000-80000
MG,2020,MG Hector,Petrol,Sharp DCT,1,23000,Delhi,1650000.0,20000-30000
Maruti,2015,Maruti Alto K10,Petrol,VXI,1,32192,Delhi,253000.0,30000-40000
Maruti,2017,Maruti Swift Dzire,Petrol,VXI,1,53930,Delhi,496000.0,50000-60000
Ford,2017,Ford Ecosport,Petrol,1.5 Petrol Titanium BSIV,2,70000,Delhi,510000.0,70000-80000
Honda,2015,Honda City,Petrol,i VTEC SV,2,47121,Delhi,554000.0,40000-50000
Toyota,2014,Toyota Fortuner,Diesel,4x2 AT,1,65000,Delhi,1425000.0,60000-70000
Hyundai,2017,Hyundai i20,Petrol,1.2 Era,2,39000,Delhi,485000.0,30000-40000
Ford,2017,Ford Endeavour,Diesel,3.2 Titanium AT 4X4,2,70000,Delhi,2250000.0,70000-80000
Hyundai,2016,Hyundai i20,Petrol,Sportz 1.2,2,80000,Delhi,425000.0,80000-90000
Maruti,2016,Maruti Swift,Petrol,VXI,2,40000,Delhi,415000.00000000006,40000-50000
Skoda,2021,Skoda Kushaq,Petrol,1.0 TSI Style AT BSVI,1,20000,Delhi,1580000.0,20000-30000
Maruti,2011,Maruti Wagon R,Petrol,VXI 1.2,2,74000,Delhi,165000.0,70000-80000
BMW,2018,BMW 5 Series,Diesel,520d Luxury Line,2,62000,Delhi,3550000.0,60000-70000
Maruti,2014,Maruti Ertiga,Diesel,VDI,2,100000,Delhi,560000.0,100000-110000
Maruti,2020,Maruti Baleno,Petrol,Delta,1,23256,Delhi,634000.0,20000-30000
Maruti,2022,Maruti Ignis,Petrol,Sigma BSVI,1,29120,Delhi,525000.0,20000-30000
Ford,2018,Ford Ecosport,Diesel,1.5 Diesel Titanium,1,62000,Delhi,660000.0,60000-70000
Maruti,2017,Maruti Swift Dzire,Diesel,ZDI,1,90513,Delhi,562000.0,90000-100000
Hyundai,2018,Hyundai Creta,Diesel,1.6 CRDi SX Option,1,49396,Delhi,1114000.0,40000-50000
Maruti,2019,Maruti Alto 800,Petrol,LXI,1,18475,Delhi,344000.0,10000-20000
Audi,2018,Audi Q7,Diesel,3.0 TDI Quattro Technology,2,100000,Delhi,4750000.0,100000-110000
BMW,2019,BMW 5 Series,Petrol,530i M Sport,1,55000,Delhi,4500000.0,50000-60000
Honda,2011,Honda City,Petrol,1.5 S MT,1,72000,Delhi,278000.0,70000-80000
Mercedes-Benz,2022,Mercedes-Benz A-Class Limousine,Diesel,A 200d BSVI,1,10000,Delhi,4700000.0,10000-20000
Mahindra,2021,Mahindra Alturas G4,Diesel,4X4 AT,1,25000,Delhi,3050000.0,20000-30000
Hyundai,2017,Hyundai Creta,Petrol,1.6 VTVT E Plus,1,40000,Delhi,690000.0,40000-50000
Maruti,2020,Maruti Ciaz,Petrol,Delta AT BSVI,1,80000,Delhi,819999.9999999999,80000-90000
Mahindra,2013,Mahindra XUV500,Diesel,W8 4WD,1,60000,Delhi,399000.0,60000-70000
Honda,2018,Honda City,Petrol,i-VTEC VX,1,70000,Delhi,720000.0,70000-80000
Hyundai,2014,Hyundai Grand i10,Petrol,Magna,1,57100,Delhi,340000.0,50000-60000
Ford,2015,Ford Ecosport,Petrol,1.0 Ecoboost Titanium,3,100000,Delhi,380000.0,100000-110000
Maruti,2019,Maruti Swift Dzire,Petrol,AMT VXI,1,7660,Delhi,653000.0,0-10000
Hyundai,2016,Hyundai Xcent,Diesel,1.2 CRDi E Plus,1,35272,Delhi,426000.0,30000-40000
Renault,2021,Renault KWID,Petrol,1.0 RXT AMT Opt,1,8526,Delhi,465000.00000000006,0-10000
Hyundai,2011,Hyundai i20,Petrol,Asta 1.2,1,62929,Delhi,245000.00000000003,60000-70000
Maruti,2017,Maruti Swift,Petrol,LXI Optional-O,2,53127,Delhi,432000.0,50000-60000
Maruti,2018,Maruti Ertiga,Petrol,VXI Limited Edition,1,42000,Delhi,844999.9999999999,40000-50000
Ford,2017,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,1,20000,Delhi,580000.0,20000-30000
Maruti,2013,Maruti Wagon R,Petrol,VXI,1,57000,Delhi,235000.0,50000-60000
Maruti,2013,Maruti Wagon R,Petrol,VXI BS IV,1,44000,Delhi,270000.0,40000-50000
Ford,2015,Ford Ecosport,Petrol,1.5 Petrol Titanium AT,1,64000,Delhi,625000.0,60000-70000
Skoda,2014,Skoda Octavia,Petrol,1.8 TSI AT L K,1,49000,Delhi,1050000.0,40000-50000
Toyota,2022,Toyota Glanza,Petrol,S BSVI,1,30000,Delhi,740000.0,30000-40000
Skoda,2017,Skoda Octavia,Petrol,1.4 TSI MT Ambition,1,37000,Delhi,1049000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,Petrol Spotz,2,30000,Delhi,570000.0,30000-40000
Honda,2012,Honda Brio,Petrol,S MT,1,90000,Delhi,275000.0,90000-100000
Maruti,2014,Maruti 800,Petrol,AC,2,40000,Delhi,250000.0,40000-50000
Jeep,2019,Jeep Compass,Petrol,1.4 Limited,1,64336,Delhi,1365000.0,60000-70000
Volkswagen,2016,Volkswagen Polo,Petrol,1.2 MPI Comfortline,1,83425,Delhi,429000.0,80000-90000
Land Rover,2014,Land Rover Range Rover Evoque,Diesel,2.2L Dynamic,3,85000,Delhi,2190000.0,80000-90000
Maruti,2016,Maruti Swift Dzire,Diesel,VDI,1,66181,Delhi,544000.0,60000-70000
Maruti,2019,Maruti Alto 800,Petrol,VXI BSIV,2,25486,Delhi,336000.0,20000-30000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Petrol,C 200 AVANTGARDE,1,35000,Delhi,3050000.0,30000-40000
Maruti,2016,Maruti Swift,Petrol,VXI,1,25489,Delhi,449000.0,20000-30000
Ford,2021,Ford Endeavour,Diesel,Titanium Plus 4X2 AT,2,40000,Delhi,3800000.0,40000-50000
Maruti,2018,Maruti Baleno,Petrol,1.2 Delta,1,85363,Delhi,503000.0,80000-90000
Ford,2014,Ford Ecosport,Diesel,1.5 DV5 MT Titanium,1,40000,Delhi,350000.0,40000-50000
Land Rover,2018,Land Rover Range Rover Sport,Petrol,3.0 Petrol SE,1,40000,Delhi,9600000.0,40000-50000
Maruti,2023,Maruti Jimny,Petrol,Alpha Dual Tone AT,1,1500,Delhi,1755000.0,0-10000
Ford,2011,Ford Figo,Petrol,Petrol ZXI,2,80000,Delhi,100000.0,80000-90000
Maruti,2023,Maruti Brezza,Petrol,Zxi,1,20000,Delhi,1200000.0,20000-30000
Hyundai,2012,Hyundai i20,Petrol,1.2 Magna Opt,2,62000,Delhi,275000.0,60000-70000
Maruti,2014,Maruti Swift Dzire,Diesel,LDIX Limited Edition,2,90000,Delhi,350000.0,90000-100000
Hyundai,2011,Hyundai i10,Petrol,Sportz,1,67985,Delhi,221000.0,60000-70000
Honda,2020,Honda WR-V,Diesel,i-DTEC VX,1,89722,Delhi,827999.9999999999,80000-90000
Ford,2017,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,1,80000,Delhi,600000.0,80000-90000
Toyota,2020,Toyota Innova Crysta,Petrol,2.7 GX 7 STR AT,2,49647,Delhi,1556000.0,40000-50000
Maruti,2012,Maruti Swift Dzire,Petrol,1.2 ZXi BSIV,2,78000,Delhi,325000.0,70000-80000
Maruti,2017,Maruti Wagon R,Petrol,LXI BS IV,1,51165,Delhi,371000.0,50000-60000
Maruti,2022,Maruti S-Presso,Petrol,VXI Plus 2019-2022,1,14000,Delhi,475000.0,10000-20000
Hyundai,2015,Hyundai Grand i10,Petrol,Sportz,1,50576,Delhi,406000.0,50000-60000
Maruti,2021,Maruti XL6,Petrol,Alpha,1,55000,Delhi,1090000.0,50000-60000
Hyundai,2019,Hyundai Venue,Petrol,SX Plus Turbo DCT,1,70000,Delhi,890000.0,70000-80000
Mercedes-Benz,2014,Mercedes-Benz E-Class,Petrol,E 200 CGI,1,65000,Delhi,1890000.0,60000-70000
Mahindra,2015,Mahindra Bolero,Diesel,ZLX,3,90000,Delhi,485000.0,90000-100000
Mahindra,2016,Mahindra Scorpio,Diesel,1.99 S4 Plus,1,71000,Delhi,840000.0,70000-80000
Honda,2019,Honda City,Petrol,i-VTEC CVT V,1,60000,Delhi,900000.0,60000-70000
Kia,2021,Kia Sonet,Petrol,HTK Plus BSVI,1,20000,Delhi,950000.0,20000-30000
Hyundai,2011,Hyundai Verna,Petrol,1.6 SX VTVT,1,60000,Delhi,418000.0,60000-70000
Hyundai,2019,Hyundai Creta,Diesel,1.6 SX Option Diesel,1,38000,Delhi,1195000.0,30000-40000
MG,2023,MG Gloster,Diesel,Savvy 6 Str 4x4,1,7000,Delhi,4640000.0,0-10000
Volkswagen,2022,Volkswagen Polo,Petrol,1.0 TSI Highline Plus AT,1,20000,Hyderabad,1044000.0,20000-30000
Hyundai,2014,Hyundai EON,Petrol,Era Plus,2,85582,Hyderabad,260000.0,80000-90000
Hyundai,2023,Hyundai Venue,Petrol,S BSVI,1,10000,Hyderabad,955000.0,10000-20000
Maruti,2017,Maruti Baleno,Petrol,1.2 Alpha,1,50750,Hyderabad,671000.0,50000-60000
Mahindra,2022,Mahindra Thar,Petrol,LX 4-Str Hard Top AT BSVI,1,10000,Hyderabad,1900000.0,10000-20000
Kia,2021,Kia Sonet,Petrol,HTX Plus Turbo iMT BSVI,1,10000,Hyderabad,1178000.0,10000-20000
Maruti,2017,Maruti Celerio,Petrol,ZXI Optional AMT BSIV,1,66366,Hyderabad,489000.0,60000-70000
Hyundai,2022,Hyundai Verna,Petrol,SX Opt Turbo,1,5000,Hyderabad,1541000.0,0-10000
Maruti,2017,Maruti Celerio,Petrol,ZXI Optional,1,72544,Hyderabad,465000.00000000006,70000-80000
Ford,2021,Ford Figo,Petrol,Titanium,1,29154,Hyderabad,728000.0,20000-30000
Tata,2018,Tata Tiago,Petrol,1.2 Revotron XZA,1,70000,Hyderabad,530000.0,70000-80000
Datsun,2021,Datsun RediGO,Petrol,1.0 T Option,1,33730,Hyderabad,466000.0,30000-40000
Renault,2020,Renault KWID,Petrol,Climber 1.0 MT Opt BSIV,1,51113,Hyderabad,457000.0,50000-60000
Volkswagen,2013,Volkswagen Polo,Diesel,Diesel Comfortline 1.2L,2,40000,Hyderabad,350000.0,40000-50000
BMW,2020,BMW X1,Diesel,sDrive 20d xLine,1,60000,Hyderabad,3800000.0,60000-70000
Maruti,2014,Maruti Wagon R,Petrol,VXI,1,64500,Hyderabad,375000.0,60000-70000
Maruti,2020,Maruti Wagon R,Petrol,VXI Opt,1,40000,Hyderabad,600000.0,40000-50000
Jeep,2018,Jeep Compass,Diesel,2.0 Limited,1,80000,Hyderabad,1400000.0,80000-90000
Jeep,2019,Jeep Compass,Diesel,2.0 Limited Plus 4X4 BSIV,1,50000,Hyderabad,1900000.0,50000-60000
Hyundai,2020,Hyundai i20,Petrol,Sportz Turbo iMT,1,40000,Hyderabad,740000.0,40000-50000
Hyundai,2020,Hyundai Aura,Petrol,SX Plus AMT,2,39886,Hyderabad,766000.0,30000-40000
Renault,2014,Renault Duster,Diesel,85PS Diesel RxL,1,107588,Hyderabad,440000.00000000006,100000-110000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz BSIV,1,36621,Hyderabad,519000.00000000006,30000-40000
MG,2020,MG Hector Plus,Diesel,Sharp Diesel MT,1,80000,Hyderabad,1600000.0,80000-90000
Maruti,2022,Maruti S-Presso,Petrol,VXi Plus BSVI,1,18900,Hyderabad,525000.0,10000-20000
Kia,2019,Kia Seltos,Diesel,HTK Plus D,1,70754,Hyderabad,1108000.0,70000-80000
